Red_giant_type 2MASS_Identifier TEFF logg log_Fe/H_number_abundance log_alpha/Fe_number_abundance ln_stellar_mass ln_stellar_age chi2 Galactocentric_radius TEFF_ERR Uncertainty_in_log(g) Uncertainty_in_[Fe/H] Uncertainty_in_[a/Fe] Uncertainty_in_logM Uncertainty_in_logAge
I  2M07380365+2149311 4417.86 2.0    0.104 -0.002  3.4801e-01  1.5082e+00  0.33   8.99   0.996 0.004 0.001 0.001 0.009 0.028
I  2M07380402+2014526 4727.5  2.48  -0.436  0.155  1.5460e-01  1.7134e+00  0.77  10.25   3.841 0.01  0.003 0.003 0.016 0.049
I  2M07380545+2136507 4859.0  2.75  -0.157  0.049  4.3499e-01  9.9991e-01  0.75   9.44   4.579 0.01  0.003 0.003 0.016 0.047
I  2M07380627+2136542 4728.19 2.49  -0.175  0.059  4.2225e-01  1.0121e+00  0.37   9.48   2.313 0.007 0.002 0.002 0.013 0.037
I  2M07380826+2210014 4896.32 3.18   0.048  0.051  2.0144e-01  2.1549e+00  1.01   9.03   5.331 0.008 0.004 0.003 0.014 0.041
I  2M07381452+2252251 4818.53 2.39  -0.449  0.086  2.7145e-01  9.5554e-01  1.14  14.64   7.556 0.019 0.006 0.005 0.028 0.082
I  2M07381507+2134589 4221.18 1.57  -0.172  0.046  5.9484e-01  5.9237e-01  0.48   9.37   0.917 0.005 0.001 0.001 0.008 0.025
I  2M07381549+2138015 4919.54 2.64  -0.121  0.036  3.7352e-01  1.0796e+00  0.54   9.23   3.663 0.009 0.003 0.002 0.016 0.047
I  2M07381562+2142173 4695.02 2.33  -0.581  0.152  1.6155e-01  1.6183e+00  1.04  12.25   4.758 0.014 0.004 0.003 0.019 0.057
I  2M07381577+2258470 4940.1  3.15  -0.474  0.168  2.4582e-01  1.4979e+00  1.33  10.53   9.705 0.016 0.006 0.004 0.02  0.059
I  2M07381581+2245214 4778.37 2.44  -0.039  0.066  1.1731e-01  1.9377e+00  0.65  10.03   3.395 0.008 0.003 0.003 0.018 0.047
I  2M07382114+2131418 5085.3  2.79  -0.095  0.05   7.1795e-01  1.1180e-01  1.1    8.86   5.097 0.012 0.004 0.003 0.023 0.067
I  2M07382148+2135050 4893.63 2.77  -0.113  0.052  3.3756e-01  1.2900e+00  0.66   9.38   4.412 0.009 0.003 0.003 0.016 0.046
I  2M07382195+2135508 4911.06 2.57  -0.071  0.022  3.6208e-01  1.1186e+00  0.67   9.06   3.894 0.009 0.003 0.002 0.019 0.054
I  2M07382346+2237320 4781.72 2.7   -0.252  0.084  3.0391e-01  1.4559e+00  0.33   8.9    2.658 0.006 0.002 0.002 0.01  0.03 
I  2M07382347+2124448 4950.51 2.51  -0.146  0.085  1.7174e-01  1.4725e+00  1.14  10.54   4.987 0.012 0.004 0.004 0.024 0.067
I  2M07382414+2202394 4751.5  2.69  -0.552  0.189  7.3280e-02  1.9974e+00  0.88  10.34   4.726 0.01  0.004 0.003 0.013 0.04 
I  2M07382670+2128514 4964.5  2.65  -0.038  0.052  2.6621e-01  1.2968e+00  0.98   9.08   4.584 0.011 0.004 0.003 0.023 0.065
I  2M07382745+2141499 4669.39 2.42  -0.323  0.077  2.9845e-01  1.3160e+00  0.96  10.98   4.111 0.012 0.004 0.004 0.021 0.063
I  2M07382984+2134509 4805.78 2.66  -0.141  0.054  3.9510e-01  1.0887e+00  0.77   9.49   4.179 0.01  0.003 0.003 0.018 0.052
I  2M07383094+2039000 4964.13 3.25  -0.174  0.127  3.1949e-01  1.4188e+00  4.7   10.25  16.652 0.022 0.01  0.008 0.04  0.117
I  2M07383450+2247216 4958.22 3.25  -0.244  0.105  1.3885e-01  2.0364e+00  1.01   8.88   6.292 0.009 0.004 0.003 0.014 0.042
I  2M07383658+2118386 4436.19 2.35   0.181  0.075  1.9057e-01  1.9281e+00  1.58  10.58   2.434 0.009 0.002 0.003 0.018 0.055
I  2M07383760+2134119 4927.0  2.58  -0.123  0.038  4.5642e-01  8.1640e-01  0.57   9.11   3.761 0.009 0.003 0.002 0.018 0.051
I  2M07383889+2235347 4771.61 2.59   0.228  0.041  1.0376e+00 -5.1666e-01  0.57   8.91   2.336 0.006 0.002 0.001 0.012 0.033
I  2M07384175+2052297 4825.32 3.19  -0.133  0.2    1.1374e-01  2.1513e+00  1.28   9.54   6.605 0.01  0.005 0.003 0.015 0.045
I  2M07384225+2028398 4811.38 2.95  -0.433  0.246  2.3634e-01  1.5584e+00  1.72  10.64   8.858 0.015 0.006 0.003 0.02  0.058
I  2M07384422+2043271 4787.55 2.98   0.188  0.052  2.0721e-01  1.8008e+00  1.49   9.9    6.564 0.013 0.005 0.004 0.025 0.074
I  2M07384569+2244170 4180.32 1.59  -0.104  0.05   4.3593e-01  1.0888e+00  0.51  10.76   0.966 0.005 0.001 0.002 0.009 0.028
I  2M07384698+2150325 4714.38 2.81   0.016  0.063  3.2655e-01  1.6491e+00  0.81   9.77   3.573 0.008 0.003 0.003 0.017 0.05 
I  2M07384886+2253304 4877.54 2.67  -0.331  0.08   2.5436e-01  1.4091e+00  1.11  11.94   8.022 0.018 0.006 0.005 0.027 0.078
I  2M07385093+2026323 4479.57 2.29  -0.199  0.17   1.4655e-01  1.8762e+00  1.49  11.13   2.953 0.011 0.003 0.003 0.019 0.059
I  2M07385324+2222461 4584.28 2.35   0.234  0.092 -1.5631e-01  3.0196e+00  0.92   9.89   2.171 0.007 0.002 0.002 0.011 0.03 
I  2M07385450+2112414 4685.53 2.44   0.195  0.051  4.0357e-01  1.1724e+00  1.29  10.86   3.524 0.01  0.003 0.003 0.026 0.079
I  2M07385708+2241540 4706.01 2.25  -0.597  0.144 -2.9290e-02  1.9941e+00  1.31  17.35   8.01  0.021 0.007 0.005 0.029 0.089
I  2M07385734+2148492 4956.57 3.13  -0.166  0.115  2.0659e-01  1.8655e+00  1.39  10.25   9.541 0.014 0.006 0.005 0.024 0.07 
I  2M07385992+2132060 4830.75 2.49  -0.084  0.064 -9.5000e-04  2.1857e+00  0.68   9.99   3.676 0.009 0.003 0.003 0.015 0.042
I  2M07390000+2032446 4766.84 2.34  -0.096  0.077  4.8360e-02  1.9399e+00  1.04   9.96   4.109 0.01  0.004 0.003 0.021 0.059
I  2M07390102+2106348 4673.94 2.47  -0.289  0.141  1.4053e-01  1.6027e+00  1.46  10.06   4.56  0.013 0.004 0.004 0.024 0.071
I  2M07390211+2029580 4622.93 2.12  -0.605  0.138  4.0349e-01  8.1169e-01  4.97  18.07   9.878 0.032 0.01  0.008 0.046 0.133
I  2M07390408+2207309 4925.27 3.04  -0.13   0.071  3.4930e-01  1.3908e+00  0.62   8.95   4.677 0.007 0.003 0.002 0.013 0.039
I  2M07390472+2133277 4373.81 1.68  -0.448  0.109  1.7736e-01  1.5212e+00  0.76  13.72   1.638 0.007 0.002 0.002 0.013 0.04 
I  2M07390789+2133056 4648.46 2.6   -0.263  0.113  1.5390e-01  1.9493e+00  0.44   9.54   2.236 0.006 0.002 0.002 0.011 0.033
I  2M07390821+2004014 4533.34 2.41  -0.109  0.153  1.2001e-01  2.0693e+00  0.54   9.3    1.819 0.006 0.002 0.002 0.011 0.033
I  2M07390914+2216225 4753.46 2.5    0.062  0.051  4.8940e-02  2.3486e+00  0.52   8.92   2.695 0.007 0.002 0.002 0.013 0.035
I  2M07391004+2233403 4926.76 2.37  -0.453  0.144 -8.7530e-02  2.0720e+00  1.12  11.6    8.147 0.017 0.007 0.006 0.031 0.086
I  2M07391245+2153176 4858.11 3.15   0.139  0.065  2.6321e-01  2.1334e+00  1.25   9.47   6.644 0.01  0.004 0.003 0.02  0.06 
I  2M07391338+2254569 5004.51 3.21  -0.16   0.061  4.2785e-01  1.0600e+00  0.88   8.86   5.786 0.009 0.004 0.003 0.017 0.048
I  2M07391506+2107060 4382.58 1.97  -0.329  0.171 -2.1402e-01  2.6513e+00  2.63  15.07   4.957 0.021 0.006 0.007 0.031 0.091
I  2M07391721+2129358 4955.73 2.75   0.023  0.019  7.2669e-01  1.7023e-01  0.52   9.1    3.633 0.008 0.003 0.002 0.015 0.042
I  2M07391784+2052411 4759.46 2.74  -0.554  0.243  2.6595e-01  1.2340e+00  1.76  10.85   7.168 0.015 0.006 0.003 0.019 0.055
I  2M07392113+2201165 4747.17 2.4   -0.046  0.056  8.0722e-01 -1.2043e-01  0.35   9.38   2.022 0.006 0.002 0.001 0.011 0.031
I  2M07392259+2212117 4939.69 2.39  -0.477  0.124  8.8860e-02  1.5729e+00  0.54   9.52   3.986 0.008 0.003 0.003 0.016 0.044
I  2M07392549+2103159 4601.7  2.59  -0.25   0.206  4.1990e-02  2.0675e+00  1.21   9.93   3.236 0.009 0.003 0.003 0.015 0.045
I  2M07392734+2252449 4978.98 3.14  -0.119  0.035  4.3937e-01  1.0848e+00  0.43   8.68   3.697 0.006 0.002 0.002 0.011 0.031
I  2M07393051+2209148 4414.72 1.73  -0.452  0.08   1.9722e-01  1.4265e+00  0.51  10.17   1.343 0.006 0.002 0.002 0.01  0.032
I  2M07393267+2253546 4969.71 3.27  -0.441  0.147  2.2996e-01  1.6982e+00  1.2    9.47   8.572 0.014 0.006 0.004 0.018 0.052
I  2M07393463+2102023 4401.64 1.6   -0.329  0.147  2.0309e-01  1.7387e+00  2.8   15.97   3.318 0.013 0.004 0.005 0.026 0.078
I  2M07393561+2256493 4488.12 1.91  -0.168  0.065  2.5896e-01  1.3893e+00  0.66  10.37   1.807 0.007 0.002 0.002 0.015 0.047
I  2M07393703+2125272 4827.33 2.74  -0.166  0.125  3.0457e-01  1.1777e+00  0.6    8.99   3.921 0.008 0.003 0.003 0.015 0.044
I  2M07393895+2241317 4951.74 3.18  -0.467  0.172  1.9050e-01  1.8014e+00  1.25   9.3    8.749 0.015 0.006 0.004 0.017 0.05 
I  2M07393897+2250387 4885.83 2.47  -0.28   0.06   2.0756e-01  1.4331e+00  1.06  11.09   5.943 0.015 0.005 0.004 0.027 0.079
I  2M07394193+2216000 4306.68 1.96   0.001  0.031  2.6452e-01  1.8122e+00  0.44  10.41   1.07  0.005 0.001 0.002 0.009 0.029
I  2M07394235+2157223 4957.86 2.49  -0.419  0.145  6.9440e-02  1.6187e+00  1.03  12.88   6.566 0.015 0.005 0.005 0.027 0.076
I  2M07394247+2257386 4807.98 2.63   0.287  0.019  5.1502e-01  1.2422e+00  0.77   8.82   3.188 0.008 0.003 0.002 0.02  0.057
I  2M07394484+2120103 4999.68 3.16  -0.036  0.049  5.4977e-01  6.1676e-01  1.46   9.01   7.19  0.011 0.005 0.003 0.023 0.066
I  2M07394657+2145076 4931.68 3.08  -0.645  0.22   1.6635e-01  1.7092e+00  1.11  11.71   8.893 0.017 0.006 0.004 0.018 0.054
I  2M07394769+2237403 4624.88 2.69  -0.168  0.181  2.0436e-01  1.9421e+00  0.64   9.45   2.384 0.006 0.002 0.002 0.011 0.034
I  2M07394927+2239473 4922.02 3.14  -0.071  0.052  2.6003e-01  1.6834e+00  0.91   9.19   5.499 0.008 0.004 0.003 0.014 0.043
I  2M07395068+2140375 4850.56 2.79  -0.622  0.191  1.5291e-01  1.6531e+00  0.82  10.2    6.117 0.012 0.004 0.003 0.012 0.035
I  2M07395194+2201423 4351.51 1.82  -0.091  0.057  1.0283e-01  2.1316e+00  0.49   8.82   1.194 0.005 0.001 0.002 0.01  0.029
I  2M07395212+2149494 4828.79 3.01  -0.045  0.13   2.7216e-01  2.0814e+00  1.06   9.57   5.192 0.008 0.004 0.003 0.016 0.048
I  2M07395503+2009057 4936.83 3.12  -0.044  0.069  2.4146e-01  1.6867e+00  0.73   8.94   4.773 0.007 0.003 0.002 0.013 0.04 
I  2M07395526+2201081 4911.56 3.16  -0.392  0.2    6.6380e-02  2.1622e+00  1.11  10.86   7.698 0.012 0.005 0.003 0.014 0.042
I  2M07395632+2010536 4687.12 2.97   0.159  0.077  2.7357e-01  1.8838e+00  1.68   9.51   4.813 0.01  0.004 0.003 0.021 0.064
I  2M07395763+2257188 4890.04 2.42  -0.566  0.239 -8.6530e-02  2.0671e+00  0.73  10.0    5.097 0.01  0.004 0.002 0.014 0.038
I  2M07395787+2155299 4804.34 3.13   0.184  0.053  2.3955e-01  2.1572e+00  0.93   9.85   4.312 0.007 0.003 0.002 0.014 0.042
I  2M07395980+2051513 4777.44 2.69  -0.614  0.2    2.6667e-01  1.0804e+00  4.47  15.33  13.83  0.029 0.011 0.007 0.034 0.099
I  2M07400026+2253114 4821.61 3.21   0.181  0.07  -2.3500e-02  2.9843e+00  1.17   9.48   6.907 0.01  0.004 0.003 0.018 0.053
I  2M07400317+2054401 4589.82 1.9   -0.191  0.093  2.2943e-01  1.5376e+00  0.73   9.29   2.183 0.007 0.002 0.003 0.017 0.049
I  2M07400433+2040508 4921.69 2.97  -0.021  0.074  2.8544e-01  1.3774e+00  1.39   9.32   6.46  0.011 0.005 0.003 0.021 0.062
I  2M07400508+2226506 4699.79 2.61  -0.601  0.267 -2.4700e-02  2.2359e+00  1.09  12.9    5.105 0.012 0.005 0.003 0.016 0.046
I  2M07401064+2122337 4381.88 2.05  -0.121  0.065  2.2198e-01  1.8346e+00  0.5    9.96   1.327 0.006 0.001 0.002 0.011 0.033
I  2M07401187+2138099 4929.55 2.4   -0.397  0.123  1.0042e-01  1.5873e+00  0.6   10.23   4.112 0.009 0.003 0.003 0.018 0.049
I  2M07401253+2136463 4812.68 2.43  -0.123  0.055  1.0376e-01  1.8496e+00  0.52   9.62   3.261 0.008 0.003 0.002 0.015 0.043
I  2M07401557+2237190 4542.47 2.0   -0.253  0.061  2.8733e-01  1.2441e+00  0.52   9.05   1.692 0.007 0.002 0.002 0.013 0.042
I  2M07401718+2010302 4830.8  2.86  -0.504  0.156  8.8280e-02  1.8874e+00  1.81  13.44  13.054 0.022 0.009 0.006 0.028 0.082
I  2M07401731+2127449 4966.63 2.42  -0.526  0.154  1.7967e-01  1.3043e+00  0.91  10.64   5.681 0.011 0.005 0.004 0.022 0.062
I  2M07401771+2137350 4981.31 2.53  -0.338  0.119  1.6991e-01  1.4162e+00  1.06  10.53   6.761 0.016 0.006 0.006 0.032 0.089
I  2M07401881+2205163 4893.47 2.44  -0.312  0.097 -2.3010e-02  2.0240e+00  0.96  10.64   5.384 0.013 0.005 0.004 0.022 0.06 
I  2M07401885+2211469 4906.23 2.92  -0.199  0.062  3.2575e-01  1.3155e+00  1.03   9.81   6.112 0.011 0.004 0.003 0.018 0.052
I  2M07402075+2031004 4734.47 2.59  -0.227  0.151  1.1839e-01  1.6677e+00  1.35  10.56   5.466 0.013 0.004 0.004 0.024 0.072
I  2M07402109+2135570 5023.62 2.27  -0.605  0.216 -6.2230e-02  1.8149e+00  1.16  10.18   4.924 0.009 0.005 0.004 0.018 0.051
I  2M07402314+2241157 4175.94 1.43  -0.379  0.117  3.2601e-01  1.2144e+00  0.81  13.43   1.293 0.006 0.002 0.002 0.011 0.034
I  2M07403407+2241353 4907.48 2.95  -0.395  0.136  2.4923e-01  1.5169e+00  1.33  11.23   9.717 0.016 0.006 0.005 0.023 0.066
I  2M07403857+2132502 4170.92 1.63  -0.09   0.065  2.9165e-01  1.5809e+00  0.54   9.69   0.976 0.005 0.001 0.002 0.009 0.027
I  2M07403918+2116254 5099.04 2.47  -0.466  0.124  8.6949e-01 -2.1054e-01  3.34  15.42   8.979 0.021 0.008 0.006 0.033 0.103
I  2M07403961+2214249 4750.24 3.1    0.276  0.057  3.0928e-01  2.1351e+00  0.89   8.79   3.211 0.006 0.002 0.002 0.013 0.038
I  2M07404041+2023249 4824.72 2.94  -0.54   0.21   4.1220e-02  2.0903e+00  1.33  12.71   9.415 0.016 0.006 0.004 0.019 0.056
I  2M07404114+2053235 4925.95 2.97  -0.298  0.096  2.6506e-01  1.4470e+00  1.16   9.94   8.233 0.013 0.006 0.004 0.021 0.063
I  2M07404345+2141367 4714.75 2.46  -0.245  0.078  3.1087e-01  1.3161e+00  0.63   9.77   3.054 0.009 0.003 0.003 0.016 0.048
I  2M07404404+2021291 4702.21 2.34   0.093  0.079  5.6867e-01  5.9030e-01  0.73  10.23   2.648 0.008 0.002 0.002 0.02  0.059
I  2M07404420+2117444 4841.85 2.86  -0.63   0.253  4.9270e-02  1.9459e+00  1.91  10.33   8.93  0.016 0.006 0.003 0.017 0.05 
I  2M07404565+2102371 4804.7  2.42  -0.479  0.143  2.3987e-01  1.2988e+00  1.13  10.04   5.554 0.013 0.005 0.004 0.021 0.063
I  2M07404643+2136466 4829.27 2.49  -0.125  0.108 -1.4617e-01  2.5668e+00  0.8   10.0    4.041 0.009 0.003 0.003 0.015 0.041
I  2M07404722+2234199 4713.22 2.51  -0.227  0.074  4.5697e-01  9.0873e-01  0.41   8.83   2.339 0.007 0.002 0.002 0.012 0.035
I  2M07405177+2101511 4788.32 2.99   0.03   0.103  1.4133e-01  1.9228e+00  0.74   9.0    3.67  0.007 0.003 0.002 0.013 0.038
I  2M07405195+2148487 4474.57 2.7    0.271  0.082  2.5571e-01  2.1961e+00  2.51   8.66   2.982 0.01  0.003 0.003 0.019 0.057
I  2M07405484+2113314 4760.89 2.29  -0.44   0.198  2.5352e-01  1.5389e+00  2.61  15.31  10.599 0.032 0.01  0.007 0.049 0.145
I  2M07405497+2221582 4801.09 2.73  -0.22   0.086  3.0199e-01  1.4144e+00  0.73   9.61   4.276 0.009 0.003 0.003 0.016 0.047
I  2M07405659+2233475 4767.09 2.99   0.095  0.059  2.3450e-01  2.0791e+00  0.39   8.69   2.482 0.005 0.002 0.002 0.009 0.028
I  2M07405696+2109091 5040.01 2.58  -0.316  0.131  8.1736e-01  4.0314e-01  2.9   12.65  10.2   0.022 0.008 0.006 0.034 0.115
I  2M07410052+2201144 4704.38 2.8   -0.061  0.166  1.2128e-01  2.1403e+00  1.41  11.42   7.441 0.015 0.006 0.005 0.03  0.088
I  2M07410218+2236215 4728.79 2.55  -0.452  0.131  1.8428e-01  1.6112e+00  0.43   9.2    2.763 0.007 0.002 0.002 0.01  0.03 
I  2M07410428+2104209 4754.99 2.48  -0.3    0.142  3.3246e-01  1.1283e+00  1.43  10.14   5.277 0.013 0.004 0.004 0.026 0.077
I  2M07410566+2221403 4900.43 2.43  -0.548  0.143 -6.2180e-02  2.0518e+00  1.86  15.31  11.409 0.025 0.009 0.007 0.037 0.101
I  2M07410756+2138188 4978.72 3.18  -0.344  0.136  2.6137e-01  1.6131e+00  1.38  10.13   9.921 0.015 0.006 0.005 0.023 0.067
I  2M07410881+2236591 4994.17 2.43  -0.468  0.142  5.4670e-02  1.6547e+00  1.01  11.64   7.251 0.015 0.006 0.006 0.032 0.089
I  2M07410932+2109469 4998.32 3.05  -0.314  0.169  5.6628e-01  5.2076e-01  2.47  10.0   12.78  0.02  0.008 0.006 0.03  0.086
I  2M07411054+2031525 4815.12 2.88   0.175  0.05   4.6361e-01  1.0726e+00  0.82   9.41   3.934 0.008 0.003 0.002 0.018 0.054
I  2M07411099+2106336 4506.36 1.99  -0.219  0.117  2.7717e-01  1.4744e+00  1.44  11.15   2.834 0.011 0.003 0.004 0.023 0.072
I  2M07411120+2121006 4553.3  2.0   -0.004  0.027  3.2820e-01  1.3478e+00  0.77   8.86   1.986 0.007 0.002 0.002 0.017 0.053
I  2M07411173+2204510 4755.13 2.72  -0.325  0.118  1.1816e-01  1.9691e+00  0.7    9.49   3.871 0.008 0.003 0.003 0.013 0.038
I  2M07411522+2041031 4483.82 2.09  -0.077  0.054  4.3866e-01  1.0622e+00  0.53   9.66   1.54  0.006 0.002 0.002 0.014 0.042
I  2M07411627+2225162 4654.77 2.17  -0.061  0.111  1.3371e+00 -1.6270e+00  4.36   9.88   4.682 0.016 0.005 0.004 0.02  0.058
I  2M07411646+2142310 4618.68 2.25  -0.54   0.212  2.7550e-01  1.2505e+00  0.49  10.65   2.122 0.007 0.002 0.002 0.011 0.031
I  2M07411901+2151481 4931.8  2.47  -0.327  0.086  4.2820e-02  1.8165e+00  1.04  10.26   5.392 0.013 0.005 0.004 0.023 0.064
I  2M07412249+2156399 4662.83 2.67   0.025  0.066  2.6354e-01  1.8471e+00  1.12  10.19   4.053 0.01  0.003 0.003 0.022 0.065
I  2M07412258+2133390 4590.97 2.1   -0.293  0.105  3.6554e-01  1.1061e+00  0.97  10.13   2.685 0.01  0.003 0.003 0.02  0.062
I  2M07412370+2033553 4948.09 3.04  -0.383  0.121  2.2649e-01  1.4781e+00  0.74   9.5    5.814 0.009 0.004 0.003 0.013 0.039
I  2M07412444+2206085 4625.72 2.51  -0.653  0.25   2.7300e-02  2.1434e+00  1.18  15.39   4.605 0.012 0.005 0.003 0.017 0.05 
I  2M07412760+2057044 4780.93 2.42   0.108  0.04   1.7176e-01  1.6681e+00  0.47   9.06   2.459 0.006 0.002 0.002 0.013 0.04 
I  2M07412810+2155348 4949.68 2.36  -0.432  0.14  -2.1757e-01  2.3350e+00  2.26  11.43   7.691 0.015 0.007 0.006 0.026 0.07 
I  2M07412986+2236184 4701.37 2.73  -0.143  0.112  2.5848e-01  1.8157e+00  1.31  12.32   6.511 0.014 0.005 0.005 0.029 0.087
I  2M07412987+2158326 4642.29 2.92   0.094  0.074  8.2810e-02  2.4832e+00  0.55   8.99   2.162 0.005 0.002 0.002 0.009 0.028
I  2M07413034+2103292 4347.83 1.82   0.246  0.036  3.4323e-01  1.4910e+00  0.96  10.61   1.49  0.007 0.002 0.002 0.013 0.04 
I  2M07413190+2158443 4693.97 2.27  -0.602  0.159  4.4600e-03  2.0338e+00  1.3   15.7    7.866 0.023 0.007 0.005 0.032 0.097
I  2M07413260+2129037 4896.84 3.28  -0.062  0.081  1.4741e-01  2.1313e+00  1.08   9.32   6.071 0.008 0.004 0.003 0.014 0.042
I  2M07413330+2139082 4770.4  2.63  -0.509  0.148  1.3460e-01  1.7993e+00  1.32   9.95   5.965 0.013 0.005 0.004 0.017 0.052
I  2M07413371+2214244 4713.33 2.38  -0.021  0.061  4.6971e-01  7.3188e-01  0.38   9.43   2.187 0.006 0.002 0.002 0.016 0.047
I  2M07413438+2113141 4440.32 1.91  -0.23   0.092  2.0207e-01  1.5947e+00  1.98  13.84   3.498 0.014 0.004 0.005 0.029 0.09 
I  2M07413476+2151189 4741.25 2.39  -0.197  0.192 -1.6003e-01  2.5857e+00  1.32  12.11   5.366 0.014 0.005 0.004 0.022 0.061
I  2M07413781+2051302 4836.54 3.1   -0.367  0.247  2.3711e-01  1.5335e+00  2.54  11.23  11.254 0.018 0.008 0.004 0.021 0.063
I  2M07413789+2242180 4558.1  2.04  -0.134  0.037  5.6707e-01  4.5124e-01  0.34   8.69   1.321 0.005 0.001 0.002 0.011 0.031
I  2M07414036+2229041 4781.43 2.44  -0.05   0.076 -5.4410e-02  2.3915e+00  0.57   9.43   3.012 0.007 0.002 0.002 0.013 0.037
I  2M07414186+2106595 4878.52 2.44  -0.275  0.139  5.5888e-01  4.9756e-01  1.46  11.48   7.136 0.017 0.006 0.004 0.029 0.085
I  2M07414666+2112349 4509.16 2.05  -0.195  0.079  2.9595e-01  1.4192e+00  0.92  10.12   2.254 0.009 0.002 0.003 0.018 0.057
I  2M07414755+2040034 4616.61 2.13  -0.368  0.205 -1.9983e-01  2.6204e+00  3.69  16.9    7.595 0.024 0.008 0.007 0.04  0.111
I  2M07415020+2231251 4949.51 3.07  -0.336  0.099  3.0133e-01  1.3176e+00  1.21  10.28   8.214 0.013 0.005 0.004 0.02  0.058
I  2M07415069+2200030 4806.3  2.84  -0.39   0.208  2.5604e-01  1.4894e+00  0.83   9.81   4.759 0.009 0.004 0.002 0.012 0.036
I  2M07415078+2058085 4758.77 2.42  -0.389  0.155  4.5897e-01  8.5562e-01  1.92  10.95   6.507 0.017 0.006 0.005 0.028 0.084
I  2M07415583+2206407 4881.49 3.16  -0.175  0.096  5.2010e-02  2.3079e+00  0.67   9.0    4.541 0.007 0.003 0.002 0.01  0.03 
I  2M07415860+2203440 4958.58 2.61  -0.123  0.033  3.6785e-01  1.0498e+00  0.48   8.91   3.306 0.008 0.003 0.002 0.016 0.046
I  2M07415996+2131429 4795.35 2.38  -0.248  0.072  3.9466e-01  8.5873e-01  0.45   9.15   2.957 0.008 0.003 0.002 0.016 0.047
I  2M07420238+2215401 4693.6  2.49  -0.26   0.039  1.7611e-01  1.7214e+00  1.25  12.24   6.977 0.02  0.006 0.005 0.03  0.092
I  2M07420339+2044108 4579.58 2.37   0.215  0.069  4.0431e-01  1.2243e+00  0.69   8.68   1.899 0.007 0.002 0.002 0.015 0.045
I  2M07420357+2108374 4800.58 2.51  -0.264  0.162  2.3769e-01  1.4441e+00  2.59  13.93  12.332 0.03  0.01  0.008 0.057 0.165
I  2M07420382+2125539 4781.99 3.06  -0.17   0.172  1.0214e-01  2.3042e+00  0.81   9.21   4.147 0.007 0.003 0.002 0.012 0.035
I  2M07420685+2239230 4488.68 2.4    0.017  0.019  2.1533e-01  1.9928e+00  1.18  10.42   2.487 0.009 0.002 0.003 0.017 0.052
I  2M07420750+2047162 4713.07 2.35  -0.489  0.208  1.0008e-01  1.7783e+00  3.35  17.27  11.067 0.029 0.01  0.007 0.048 0.142
I  2M07420824+2220350 4501.55 1.86  -0.367  0.097  3.5910e-02  2.0384e+00  0.46  10.56   1.566 0.006 0.002 0.002 0.011 0.034
I  2M07420923+2234367 4647.21 2.57  -0.059  0.084  2.9835e-01  1.6687e+00  0.81   9.6    2.958 0.009 0.003 0.003 0.017 0.052
I  2M07421156+2222219 4794.65 2.27  -0.261  0.083 -1.1057e-01  2.3109e+00  0.51   9.27   3.009 0.007 0.003 0.002 0.012 0.033
I  2M07421160+2141416 4857.62 2.63  -0.172  0.155  7.3866e-01  1.3465e-01  1.86   9.87   6.696 0.015 0.005 0.003 0.022 0.062
I  2M07421221+2137547 4694.72 2.46   0.17   0.04   1.3870e-01  2.1008e+00  0.54  10.03   2.312 0.007 0.002 0.002 0.013 0.037
I  2M07421245+2123286 4688.09 2.68  -0.041  0.063  1.7437e-01  2.0016e+00  0.44   9.19   2.38  0.006 0.002 0.002 0.011 0.034
I  2M07421569+2202158 4873.1  3.16   0.23   0.052  3.5661e-01  1.7381e+00  1.0    9.3    4.838 0.008 0.003 0.002 0.016 0.047
I  2M07421670+2216467 4664.92 2.22  -0.398  0.076  2.8271e-01  1.2475e+00  0.45  10.16   2.226 0.007 0.002 0.002 0.012 0.037
I  2M07421679+2134512 4815.86 2.95  -0.584  0.218  1.2356e-01  1.8873e+00  1.34  12.71   8.909 0.016 0.006 0.004 0.017 0.05 
I  2M07421854+2026030 4418.22 2.0    0.012  0.019  4.3686e-01  1.1683e+00  0.53   9.59   1.341 0.006 0.001 0.002 0.012 0.039
I  2M07421902+2221312 4996.2  2.48  -0.421  0.092  2.7180e-01  1.0529e+00  1.42  12.55   8.554 0.022 0.007 0.006 0.043 0.123
I  2M07421933+2035282 4854.59 2.7   -0.229  0.115  3.6559e-01  1.0985e+00  0.78   9.17   4.795 0.01  0.004 0.003 0.018 0.053
I  2M07422010+2110295 4825.61 2.83  -0.786  0.268  2.1410e-02  2.0337e+00  4.29  13.63  15.538 0.031 0.011 0.005 0.03  0.086
I  2M07422217+2212109 4883.47 2.42  -0.242  0.062  1.7741e-01  1.5007e+00  1.05  10.28   4.982 0.012 0.004 0.003 0.024 0.068
I  2M07422479+2049374 4819.16 2.45  -0.001  0.069  3.2414e-01  1.2281e+00  0.63   9.41   3.263 0.008 0.003 0.002 0.02  0.058
I  2M07422480+2107565 4696.11 2.47  -0.123  0.15   2.6518e-01  1.4539e+00  2.68  10.97   5.941 0.017 0.005 0.005 0.033 0.099
I  2M07422748+2155336 4937.27 3.03  -0.277  0.079  3.2387e-01  1.3050e+00  1.4    8.73   7.298 0.012 0.005 0.004 0.018 0.052
