KIC ID|RA Dec
KIC 2722473|293.4821991834053 +37.9625050768857
KIC 2722717|293.5339385368818 +37.9628965701679
KIC 2722819|293.5559761121054 +37.9178722318536
KIC 2831788|285.7416664923726 +38.0290732113454
KIC 2831815|285.7481915377246 +38.0347166920966
KIC 2832426|285.9555467806418 +38.0033089514148
KIC 2833089|286.1646814788821 +38.0430635989522
KIC 2833772|286.3588834869694 +38.0706510695901
KIC 2834229|286.4992354570632 +38.0308897797940
KIC 2834230|286.5000191198130 +38.0612032574327
KIC 2834607|286.6389291138735 +38.0031159173137
KIC 2835067|286.7873715112948 +38.0555974449767
KIC 2835283|286.8573692739325 +38.0783203360682
KIC 2835657|286.9846224807558 +38.0711339089954
KIC 2835720|287.0032200341489 +38.0660826328335
KIC 2836038|287.1028182884714 +38.0996584214002
KIC 2837276|287.4918978084882 +38.0222530027972
KIC 2845408|289.8106646004044 +38.0884920677337
KIC 2845610|289.8641912501736 +38.0281100340534
KIC 2845734|289.8928331098174 +38.0711972096145
KIC 2846051|289.9706692788169 +38.0019213510735
KIC 2846355|290.0383373972453 +38.0928054960067
KIC 2846543|290.0865297883786 +38.0600188779114
KIC 2846659|290.1160733665392 +38.0115316964356
KIC 2846944|290.1892923579093 +38.0218815434376
KIC 2847114|290.2311627029215 +38.0107226114116
KIC 2847541|290.3442287889729 +38.0338597064542
KIC 2847978|290.4593144463137 +38.0724402834857
KIC 2848618|290.6035147387498 +38.0543646267892
KIC 2848725|290.6270411088773 +38.0030950636422
KIC 2848857|290.6592219481413 +38.0953236733421
KIC 2848887|290.6688517779659 +38.0337197560593
KIC 2849057|290.7102670495396 +38.0494483099272
KIC 2849378|290.7905977152963 +38.0026763746489
KIC 2849476|290.8163188801350 +38.0239400968014
KIC 2849721|290.8704485469771 +38.0234876625875
KIC 2850010|290.9271646007491 +38.0436980088074
KIC 2850466|291.0336372260250 +38.0827855488331
KIC 2850480|291.0374982036115 +38.0205852233978
KIC 2850913|291.1357764605569 +38.0246876969296
KIC 2851014|291.1555973515362 +38.0169119318128
KIC 2852827|291.5181374376571 +38.0035937849158
KIC 2853089|291.5778257029015 +38.0551721879159
KIC 2853354|291.6317473291393 +38.0597203447028
KIC 2853631|291.6921163358174 +38.0653458818214
KIC 2853886|291.7510617817854 +38.0905889330925
KIC 2854297|291.8394266912985 +38.0031564688858
KIC 2854664|291.9171239659792 +38.0155625660461
KIC 2854735|291.933290 +38.099247
KIC 2854994|291.9939369339461 +38.0570072558745
KIC 2855034|292.0033502721802 +38.0811814615155
KIC 2855150|292.0251542222015 +38.0315538346995
KIC 2855443|292.0794893759600 +38.0646921475703
KIC 2855541|292.0991821809189 +38.0417872722542
KIC 2855642|292.1184081450288 +38.0195863515017
KIC 2855771|292.146480 +38.029362
KIC 2856328|292.2543319827571 +38.0637972240330
KIC 2856412|292.2715548543687 +38.0629859563003
KIC 2856589|292.3111538406002 +38.0609439479134
KIC 2856721|292.3377596407565 +38.0255875266088
KIC 2856795|292.3518686914312 +38.0188010306424
KIC 2856803|292.3526374094737 +38.0621422656441
KIC 2856815|292.3539806061585 +38.0044862728407
KIC 2856817|292.3540627983991 +38.0934394419063
KIC 2857130|292.4103811346867 +38.0115324173953
KIC 2858216|292.6510515619153 +38.0315939539086
KIC 2858440|292.6997065011781 +38.0132748293638
KIC 2859830|293.0017775991933 +38.0175165134327
KIC 2860010|293.0406487817640 +38.0045754555357
KIC 2860452|293.1349435739330 +38.0856223913704
KIC 2860746|293.1947939187594 +38.0717798158316
KIC 2860875|293.2268182634367 +38.0057951659399
KIC 2860885|293.2295089892163 +38.0672638393328
KIC 2860936|293.2418850023440 +38.0433710831299
KIC 2861042|293.2639783436661 +38.0628079792017
KIC 2861630|293.3924788672879 +38.0591394976081
KIC 2865296|294.1426390782947 +38.0198668950797
KIC 2969462|285.6729224572347 +38.1367597231773
KIC 2969846|285.7979420755206 +38.1800367762284
KIC 2970396|285.9783408821355 +38.1928849641120
KIC 2970584|286.0383335216637 +38.1697805612882
KIC 2970784|286.1005251520700 +38.1807360915447
KIC 2971380|286.3013284020056 +38.1081739225018
KIC 2971432|286.3185332308141 +38.1073322692076
KIC 2971713|286.4072064061470 +38.1317611773425
KIC 2972545|286.6987406431882 +38.1635318552665
KIC 2972637|286.7295811779784 +38.1813691021156
KIC 2972707|286.757420 +38.178822
KIC 2972876|286.8092779393911 +38.1104302897285
KIC 2973238|286.9326232255378 +38.1721602629533
KIC 2973469|287.0103480868829 +38.1937057451361
KIC 2973845|287.1321796481004 +38.1074615500094
KIC 2973894|287.1486219809559 +38.1203046719086
KIC 2974827|287.4399595577053 +38.1707273780600
KIC 2975717|287.7177823687240 +38.1419165857720
KIC 2982965|289.8229365106150 +38.1943146138490
KIC 2983341|289.9230707949866 +38.1497527338733
KIC 2983428|289.9461157630253 +38.1943633792022
KIC 2984102|290.1012647792397 +38.1614411480422
KIC 2984295|290.1428141430611 +38.1090869738347
KIC 2984382|290.1647368822676 +38.1716884913860
KIC 2984775|290.2699437580483 +38.1427574222381
KIC 2984937|290.3115445205359 +38.1348651811067
KIC 2985703|290.5098925706229 +38.1992693754039
KIC 2986322|290.6657669913210 +38.1238185869465
KIC 2986324|290.6665789196301 +38.1360187039745
KIC 2986661|290.7467438326804 +38.1607208074807
KIC 2987113|290.8552426511922 +38.1539903587319
KIC 2987297|290.9035069119788 +38.1077687436553
KIC 2988079|291.0883481937846 +38.1075932716092
KIC 2988295|291.1370279252574 +38.1318086025040
KIC 2988638|291.2078716600051 +38.1249938186138
KIC 2988655|291.2141274742888 +38.1824997100311
KIC 2988743|291.2323723238942 +38.1570340838676
KIC 2988988|291.2884305615576 +38.1397318840162
KIC 2989746|291.4555521632896 +38.1537557842772
KIC 2989840|291.4764867729399 +38.1650927803007
KIC 2989924|291.4948365736200 +38.1651223524150
KIC 2990932|291.7120967748846 +38.1593225032833
KIC 2991027|291.7344804532276 +38.1382405392426
KIC 2991043|291.7381982474258 +38.1583763926522
KIC 2992161|291.9848715700204 +38.1545877882514
KIC 2992250|292.0039049820639 +38.1623638756087
KIC 2992350|292.0221944439236 +38.1041103252518
KIC 2992573|292.0661651884681 +38.1534192195499
KIC 2993958|292.3706239031397 +38.1455235433807
KIC 2994573|292.5054334344714 +38.1022146361101
KIC 2994762|292.5472948383169 +38.1789773510475
KIC 2995050|292.6099911554813 +38.1543306995589
KIC 2995130|292.6287944040699 +38.1619235155326
KIC 2995197|292.6440640859111 +38.1799143217421
KIC 2995252|292.6563899327740 +38.1999271027077
KIC 2995656|292.7325476876806 +38.1072770775110
KIC 2995753|292.7563875537303 +38.1641367559778
KIC 2996019|292.8165774217505 +38.1546941901000
KIC 2996112|292.8365188645062 +38.1730374185855
KIC 2996738|292.9766470181037 +38.1171804262101
KIC 2997086|293.0555187277739 +38.1287939410975
KIC 2997353|293.1093678221616 +38.1004688854638
KIC 2997437|293.1270235840526 +38.1020204688023
KIC 2998011|293.2424558116846 +38.1336534746547
KIC 2998532|293.3506978947514 +38.1437139098093
KIC 3001667|294.0189057277995 +38.1725801874150
KIC 3001851|294.0640946910236 +38.1036046636815
KIC 3003053|294.2995171978016 +38.1145236288781
KIC 3003419|294.362270 +38.144852
KIC 3096473|285.3729999144634 +38.2117632838726
KIC 3096636|285.4249152770114 +38.2718955614097
KIC 3097169|285.6188042546825 +38.2415023295289
KIC 3097183|285.6253839348431 +38.2351141139492
KIC 3097194|285.6302096921880 +38.2221124123320
KIC 3097360|285.6913975975112 +38.2503000336981
KIC 3097819|285.8708112760194 +38.2798794933694
KIC 3098045|285.9561608315430 +38.2115921450362
KIC 3098179|285.9991856572949 +38.2542269010665
KIC 3098716|286.1880452067276 +38.2919665471019
KIC 3098759|286.204440 +38.238094
KIC 3099707|286.5501897954755 +38.2684807347678
KIC 3099759|286.5633700700880 +38.2318169624292
KIC 3099834|286.5869937279327 +38.2685915028229
KIC 3099932|286.6229582703196 +38.2486191777561
KIC 3099949|286.6266743419892 +38.2599793875721
KIC 3100053|286.6620078411281 +38.2344707234753
KIC 3100164|286.6976343757530 +38.2869598856870
KIC 3100193|286.7046500010880 +38.2061922741338
KIC 3100505|286.8207773060638 +38.2097661947462
KIC 3100575|286.8448300731830 +38.2994868523944
KIC 3101057|287.0025262530754 +38.2076990394348
KIC 3101090|287.0155666274451 +38.2691815092310
KIC 3101632|287.2185109101274 +38.2769551158871
KIC 3101815|287.2854595095582 +38.2166261786270
KIC 3102386|287.4791429908982 +38.2527316317026
KIC 3102411|287.4884263735793 +38.2309869129394
KIC 3102465|287.5083890732817 +38.2922465618231
KIC 3102479|287.5136613928656 +38.2977793022107
KIC 3102872|287.6514932520584 +38.2001175397586
KIC 3102929|287.6664817146589 +38.2356207101349
KIC 3102990|287.6859090793885 +38.2681176313829
KIC 3103685|287.9016416564659 +38.2653662907086
KIC 3103827|287.9477077820343 +38.2965301518290
KIC 3109520|289.6642135942277 +38.2527489462164
KIC 3109620|289.6916523265617 +38.2646512859908
KIC 3109654|289.7008432717772 +38.2283754844342
KIC 3109742|289.7271942119021 +38.2166802882064
KIC 3109900|289.7662481327880 +38.2992925201746
KIC 3110056|289.8093441034137 +38.2357507620804
KIC 3110460|289.9158343343950 +38.2771356837733
KIC 3110626|289.9537085261455 +38.2813554263296
KIC 3110638|289.9564475302483 +38.2184967313033
KIC 3110733|289.9763335667553 +38.2535525437537
KIC 3110846|290.0056814694769 +38.2818098387304
KIC 3110892|290.0163039471723 +38.2169190850313
KIC 3111383|290.1397256948703 +38.2924608243742
KIC 3111456|290.1589791335299 +38.2073905492978
KIC 3111693|290.2206127720139 +38.2971542205632
KIC 3111815|290.2567517151878 +38.2385482268960
KIC 3111831|290.2601981481654 +38.2150369624825
KIC 3112021|290.3087848367489 +38.2101856660315
KIC 3112064|290.3217811663147 +38.2321406265486
KIC 3112182|290.3526756973172 +38.2695486697487
KIC 3112405|290.4156029462931 +38.2476691657687
KIC 3112492|290.4344338645667 +38.2082755548689
KIC 3112530|290.4434589537668 +38.2809459439382
KIC 3112543|290.4501584730257 +38.2118853254760
KIC 3112707|290.4960597937047 +38.2919210910906
KIC 3113213|290.6268080910529 +38.2390835268494
KIC 3113433|290.6797849787143 +38.2749595694057
KIC 3113437|290.6818225040663 +38.2606869800811
KIC 3113648|290.7334228140433 +38.2678154852381
KIC 3113811|290.7773117579397 +38.2421240441411
KIC 3113818|290.7796170553822 +38.2046696769940
KIC 3113915|290.8069517757180 +38.2354421698055
KIC 3114215|290.8835708520263 +38.2708023032214
KIC 3114408|290.9339525940943 +38.2295417876547
KIC 3114776|291.0226198737096 +38.2709759410589
KIC 3115292|291.1454803052411 +38.2313376003688
KIC 3115417|291.1743544666492 +38.2517547572236
KIC 3115946|291.3105479011366 +38.2550356552082
KIC 3116199|291.3718187143938 +38.2259979187483
KIC 3116604|291.4698496106141 +38.2354262589278
KIC 3116848|291.5216827721459 +38.2721371212087
KIC 3117024|291.5622753914557 +38.2526657630073
KIC 3118785|291.9482431427359 +38.2747726562726
KIC 3118806|291.9532993112579 +38.2196601853626
KIC 3119354|292.0699400316293 +38.2863819755842
KIC 3119526|292.1085779051443 +38.2303045959844
KIC 3119555|292.1146219003769 +38.2848290455968
KIC 3119825|292.1757624316483 +38.2797509626214
KIC 3120004|292.2133730914318 +38.2245088233691
KIC 3120486|292.3267094497808 +38.2040492389283
KIC 3120550|292.3393237686540 +38.2474339535063
KIC 3120567|292.3434662898453 +38.2978602354420
KIC 3120585|292.3499777204624 +38.2194908543932
KIC 3120676|292.3759283131819 +38.2699670192365
KIC 3121155|292.4913534507492 +38.2815435738864
KIC 3121340|292.5294689672247 +38.2828391569676
KIC 3121427|292.5519886693902 +38.2344566176205
KIC 3121940|292.6712829378357 +38.2432502540770
KIC 3121983|292.6848574317787 +38.2849531074051
KIC 3122000|292.6882974925196 +38.2169128346656
KIC 3122185|292.7310965802660 +38.2510448711896
KIC 3122548|292.8115694511042 +38.2166981881275
KIC 3123206|292.9744194468214 +38.2766176260130
KIC 3123372|293.0153815417759 +38.2369569330467
KIC 3123653|293.0749799252187 +38.2213450834767
KIC 3123889|293.1264404585463 +38.2380765716164
KIC 3127825|294.0010618661443 +38.2027274985165
KIC 3128379|294.1135839915674 +38.2981741974125
KIC 3128866|294.2222454908915 +38.2140196474370
KIC 3129312|294.3193429064530 +38.2514702701523
KIC 3129980|294.4556508466926 +38.2698317305880
KIC 3130277|294.5183428308925 +38.2609115539258
KIC 3130295|294.5239682563288 +38.2981433855661
KIC 3130335|294.5334683970810 +38.2276174309580
KIC 3131023|294.6743588966350 +38.2939166271647
KIC 3215565|285.1765224548683 +38.3700366644689
KIC 3215815|285.2697495025371 +38.3866937254733
KIC 3215869|285.2995697820836 +38.3598184279586
KIC 3216051|285.3724079278762 +38.3408101919297
KIC 3216064|285.3777064070039 +38.3796049182812
KIC 3216334|285.477598600 +38.322179200
KIC 3216467|285.5363978620210 +38.3588267043004
KIC 3216638|285.6142764393139 +38.3157020757128
KIC 3216716|285.6524915885974 +38.3496289639542
KIC 3216736|285.6625415080792 +38.3127980840150
KIC 3216802|285.6855046706523 +38.3593773684027
KIC 3217026|285.7612006293483 +38.3337194074255
KIC 3217051|285.7710384274519 +38.3364495362415
KIC 3217089|285.7834129894111 +38.3508797281534
KIC 3218253|286.2395786922371 +38.3343494346794
KIC 3218312|286.2617423859105 +38.3902885482339
KIC 3218373|286.2850458916512 +38.3016000603773
KIC 3218374|286.2855360053079 +38.3393299568442
KIC 3218930|286.5026934402152 +38.3747214255218
KIC 3218973|286.5171562352600 +38.3722938039161
KIC 3219086|286.5563793336938 +38.3203191357928
KIC 3219306|286.6302828503546 +38.3649702253550
KIC 3219744|286.7951454720172 +38.3714411065637
KIC 3220095|286.9295353828233 +38.3093413718986
KIC 3220837|287.2004174612495 +38.3446830144119
KIC 3221086|287.3034208614620 +38.3608645898378
KIC 3221152|287.3228809477008 +38.3250534922850
KIC 3221239|287.3517446673863 +38.3000607747892
KIC 3221723|287.5173463206468 +38.3254807238343
KIC 3222220|287.7010164909667 +38.3118612732427
KIC 3222240|287.7071261803234 +38.3861103034733
KIC 3222326|287.7364330800800 +38.3553169032395
KIC 3222670|287.8576374436973 +38.3323289997968
KIC 3222680|287.8613106262839 +38.3722981973507
KIC 3222740|287.8776912244621 +38.3967440720020
KIC 3222834|287.9052258435679 +38.3890231538662
KIC 3223003|287.9644298146225 +38.3021670236164
KIC 3223038|287.9757184065037 +38.3917205343874
KIC 3227969|289.5419955652187 +38.3936433733453
KIC 3228100|289.5813017886688 +38.3945944908736
KIC 3228219|289.610900 +38.389179
KIC 3228689|289.7296041866721 +38.3220555726019
KIC 3228728|289.7377353748759 +38.3303143009750
KIC 3228742|289.7431203876730 +38.3410633746383
KIC 3228985|289.8021295630346 +38.3126816007694
KIC 3229705|289.9882206184304 +38.3622558641531
KIC 3230401|290.1621034899816 +38.3924679217525
KIC 3230719|290.2404796484166 +38.3161721315554
KIC 3231189|290.3636505229806 +38.3057168947788
KIC 3231208|290.3709947271153 +38.3514629338747
KIC 3231503|290.4615024543194 +38.3419735004431
KIC 3232021|290.6216678150533 +38.3904081463750
KIC 3232277|290.694730 +38.315239
KIC 3232285|290.6960687390246 +38.3702797502844
KIC 3232397|290.7307143327028 +38.3227634606630
KIC 3232412|290.7360271255529 +38.3259044547081
KIC 3232488|290.7556095500289 +38.3656018966173
KIC 3232643|290.8009145310193 +38.3802450780655
KIC 3232810|290.8478338959681 +38.3441698914081
KIC 3232813|290.8489896046901 +38.3494826829618
KIC 3232838|290.8553622103063 +38.3629571595310
KIC 3233508|291.0410783927263 +38.3916719632406
KIC 3233647|291.0812756993983 +38.3463851510889
KIC 3233863|291.1381584424652 +38.3040233177430
KIC 3233980|291.1685121135961 +38.3412689799544
KIC 3234175|291.2210530156508 +38.3340289139353
KIC 3234311|291.2626870282297 +38.3425485741300
KIC 3234396|291.2898720551279 +38.3740495918179
KIC 3234597|291.3424694127801 +38.3362754923912
KIC 3234655|291.3567956606352 +38.3025560327757
KIC 3234666|291.3603827329789 +38.3729720265348
KIC 3234703|291.3699130553916 +38.3575564877288
KIC 3234726|291.3752002657226 +38.3822350579629
KIC 3235216|291.5002252947277 +38.3426529172731
KIC 3235616|291.5937410922920 +38.3827588107810
KIC 3235687|291.6099587462359 +38.3949701378389
KIC 3236108|291.7110457133573 +38.3500166036608
KIC 3236361|291.7721299093416 +38.3866970500325
KIC 3236379|291.7766649513938 +38.3919288692409
KIC 3236455|291.7972260939133 +38.3639109660447
KIC 3237572|292.0776462204831 +38.3077121677513
KIC 3238303|292.2688918538726 +38.3266108210552
KIC 3238626|292.3466138981593 +38.3591327681037
KIC 3238859|292.4002128831308 +38.3807012990629
KIC 3238956|292.4245017470140 +38.3411839289961
KIC 3239099|292.4556779767242 +38.3159309568184
KIC 3239204|292.4784587267477 +38.3151987751002
KIC 3239348|292.5161570232613 +38.3839713038897
KIC 3239663|292.5907662551093 +38.3751433760654
KIC 3239707|292.6000767838270 +38.3999356838589
KIC 3240111|292.7008071077075 +38.3542771546197
KIC 3240119|292.7030711929437 +38.3119927115092
KIC 3240280|292.7458244005925 +38.3080598427345
KIC 3240365|292.7678451185171 +38.3064657271489
KIC 3240573|292.8225293756221 +38.3182162067161
KIC 3240670|292.8456686682570 +38.3698655273707
KIC 3240734|292.8635589842357 +38.3445839262598
KIC 3240866|292.8998635669600 +38.3700159334081
KIC 3240882|292.9036340929979 +38.3227464729572
KIC 3241101|292.9573531273571 +38.3035404848249
KIC 3241329|293.0136305269630 +38.3498382798365
KIC 3241374|293.0256862877837 +38.3095699940529
KIC 3241484|293.0584982255288 +38.3435922414386
KIC 3241529|293.0714262833718 +38.3057757612901
KIC 3241822|293.1481997583331 +38.3784581908289
KIC 3241947|293.1798466408247 +38.3014339636136
KIC 3242122|293.2253245809576 +38.3255388106663
KIC 3242233|293.2520180573788 +38.3254758168928
KIC 3242324|293.2784740821008 +38.3078432995855
KIC 3245449|294.0019624927152 +38.3406643494559
KIC 3245721|294.0621261233324 +38.3404739169226
KIC 3246211|294.1754638586338 +38.3520196484672
KIC 3247016|294.3779515464111 +38.3167488370933
KIC 3247146|294.4066927892087 +38.3510834342703
KIC 3247334|294.4475762324234 +38.3775610562181
KIC 3247531|294.4891705716348 +38.3310682026977
KIC 3247570|294.4978776448370 +38.3521806118292
KIC 3248697|294.7425359224332 +38.3869763052095
KIC 3248820|294.768250 +38.347031
KIC 3248982|294.803010 +38.331680
KIC 3323401|285.3789874155560 +38.4873837663166
KIC 3323905|285.5801859960459 +38.4070829765582
KIC 3323943|285.5939644750875 +38.4941721760492
KIC 3324186|285.6898036838213 +38.4016362898403
KIC 3324929|285.9915552186706 +38.4255416686575
KIC 3325179|286.0980547067694 +38.4681016549300
KIC 3325420|286.1901293114053 +38.4710315643202
KIC 3326233|286.5032430545443 +38.4940582163681
KIC 3326392|286.5648507411045 +38.4627524114960
